20240520072500 マイあさ！　月曜７時台　けさの“聞きたい”川上哲也／ここに注目！／気象と音楽
20240520075000 ニュース・気象情報
20240520075800 朝の音楽
20240520080000 マイあさ！　月曜８時台　ワールドアイ：ケニア／市場だより「アスパラガス」
20240520082800 朝の音楽
20240520083000 ふんわり　月曜ＭＣは山口もえさん♪「聞いてよ　もえさん！」　８時台
20240520085500 全国気象情報・全国交通情報
20240520090000 ニュース
20240520090500 ふんわり「性教育と多様性を考える」　９時台
20240520095500 ニュース・気象情報・交通情報
20240520100000 ニュース
20240520100500 ふんわり「性教育と多様性を考える」　１０時台
20240520105500 みんなのうた「ＢＹＥ－ＢＹＥ」／「未来への道」
20240520110000 ニュース
20240520110500 ふんわり　まいにちリクエスト♪　１１時台
20240520115000 気象情報・交通情報
20240520120000 ニュース　正午のＮＨＫニュース
20240520121500 ニュース・気象情報
20240520122000 ひるのいこい
20240520123000 まんまる　パートナーは水野裕子／３Ｘ３　ストリートから世界へ
20240520125500 全国気象情報・全国交通情報
20240520130000 国会中継「衆議院予算委員会質疑」　～衆議院第１委員室から中継～
20240520154000 話題と音楽
20240520155500 安心ラジオ　大雨への備えを
20240520160000 ニュース
20240520160500 大相撲（２０２４年）　夏場所　九日目
20240520180000 Ｎらじ　ニュースのしゃべり場
20240520185000 ニュース・気象情報・交通情報
20240520190000 Ｎらじ　ＮＨＫきょうのニュース
20240520193000 Ｎらじ　きょうのニュースぷらす
20240520195500 ニュース・気象情報・交通情報
20240520200000 ニュース
20240520200500 さくらひなたロッチの伸びしろラジオ　５／２０　第１３６回
20240520205500 全国気象情報・全国交通情報
20240520210000 ニュース
20240520210500 又吉・児玉・向井のあとは寝るだけの時間　わたしクイズ
20240520215500 ニュース・気象情報・交通情報
20240520220000 ＮＨＫジャーナル
20240520225500 ニュース・気象情報
20240520230000 ニュース
20240520230500 ラジオ深夜便▽深夜便かがく部　▽インタビュー
20240521000000 ニュース
20240521001000 ラジオ深夜便▽日本列島くらしのたより　▽おとなの教養講座
20240521010000 ニュース
20240521010500 ラジオ深夜便▽深夜便アーカイブス
20240521020000 ニュース
20240521020500 ラジオ深夜便▽ロマンチックコンサート
20240521030000 ニュース
20240521030500 ラジオ深夜便▽にっぽんの歌こころの歌
20240521040000 ニュース
20240521040500 ラジオ深夜便▽明日へのことば
access auth1_fms...
generate particleKey...
access auth2_fms...
--------------------
authentication success.
area_id: JP13
http://radiko.jp/v3/program/date/20240519/JP13.xml
20240519050000 マイあさ！　５時台　ニュース・気象情報／たより佐賀・海外／何の日／食べもの　羊肉
20240519055500 気象情報
20240519060000 マイあさ！　６時台前半　ニュース・気象情報／絵本　パパのしごとは　わるものです
20240519062500 ニュース・気象情報・交通情報
20240519063000 ラジオ体操
20240519064000 マイあさ！　６時台後半　サンデーエッセー　僕にとっての「１１日」という日
20240519065500 気象情報・交通情報
20240519070000 マイあさ！　▽ＮＨＫけさのニュース
20240519071500 ニュース・気象情報
20240519072000 マイあさ！　７時台　しわを防ぐ洗濯術／突発性難聴体験談／著者　合衆国・自己啓発本
20240519075500 ニュース・気象情報・交通情報
20240519080000 ニュース
20240519080500 音楽の泉　ハチャトゥリヤンのバイオリン協奏曲
20240519085500 全国気象情報・全国交通情報
20240519090000 日曜討論　歴史的円安・物価高　今後の日本経済は
20240519100000 ニュース
20240519100500 子ども科学電話相談「植物」「水中の生物」「恐竜」　１０時台
20240519105500 みんなのうた「ＢＹＥ－ＢＹＥ」／「未来への道」
20240519110000 ニュース
20240519110500 子ども科学電話相談「植物」「水中の生物」「恐竜」　１１時台
20240519115000 気象情報・交通情報
20240519120000 ニュース　正午のＮＨＫニュース
20240519121000 ニュース・気象情報
20240519121500 ＮＨＫのど自慢【佐賀から生放送！▽ささきいさお・坂本冬美】
20240519130000 ニュース
20240519130500 小痴楽の楽屋ぞめき　第４８回
20240519135500 ニュース・気象情報・交通情報
20240519140000 ニュース
20240519140500 ウエンツ瑛士×甲斐翔真の妄想ミュージカル研究所　Ｖｏｌ．２　マシュー・モリソン
20240519145500 ニュース・気象情報・交通情報
20240519150000 ニュース
20240519150500 ヴォイスミツシマ　＃４７　選曲・小室哲哉
20240519155500 全国気象情報・全国交通情報
20240519160000 ニュース
20240519160500 大相撲（２０２４年）　夏場所　八日目
20240519180000 ニュース
20240519180500 ちきゅうラジオ　スロベニアのハチミツのお味は？
20240519185000 ニュース・気象情報・交通情報
20240519190000 ニュース　ＮＨＫきょうのニュース
20240519192000 ニュース・気象情報
20240519192500 新日曜名作座　選「その手をにぎりたい」（１）
20240519195500 気象情報・交通情報
20240519200000 ニュース
20240519200500 らじらー！　サンデー　８時台　川﨑桜　小川彩（乃木坂４６）
20240519205500 全国気象情報・全国交通情報
20240519210000 ニュース
20240519210500 らじらー！　サンデー　９時台　川﨑桜　小川彩　池田瑛紗（乃木坂４６）
20240519215500 ニュース・気象情報・交通情報
20240519220000 ニュース
20240519220500 らじらー！　サンデー　１０時台　川﨑桜　池田瑛紗（乃木坂４６）
20240519225500 ニュース・気象情報
20240519230000 ニュース
20240519230500 ラジオ深夜便▽ないとガイド
20240520000000 ニュース
20240520001000 ラジオ深夜便▽日本列島くらしのたより　▽片岡鶴太郎の人生を楽しもう
20240520010000 ニュース
20240520010500 ラジオ深夜便▽ラジオ文芸館
20240520020000 ニュース
20240520020500 ラジオ深夜便▽ロマンチックコンサート
20240520030000 ニュース
20240520030500 ラジオ深夜便▽にっぽんの歌こころの歌
20240520040000 ニュース
20240520040500 ラジオ深夜便▽にっぽんの音
access auth1_fms...
generate particleKey...
access auth2_fms...
--------------------
authentication success.
area_id: JP13
http://radiko.jp/v3/program/date/20240518/JP13.xml
20240518050000 マイあさ！　５時台　ニュース・気象情報／たより新潟・韓国／いきものサヨリ／何の日
20240518055500 気象情報
20240518060000 マイあさ！６時台前半　ニュース・気象情報／２０世紀ポップ　若葉の頃　特集／何の日
20240518062500 ニュース・気象情報・交通情報
20240518063000 ラジオ体操
20240518064000 マイあさ！６時台後半ニュース／サタデーエッセー　音楽家が語る　ココロの天気を知る
20240518065500 気象情報・交通情報
20240518070000 マイあさ！　▽ＮＨＫけさのニュース
20240518071500 ニュース・気象情報
20240518072000 マイあさ！　７時台　パリ五輪最終選考会「ＮＨＫ杯体操」／歴史さんぽ　瀧山／美術館
20240518075000 ニュース・気象情報・交通情報
20240518080000 ニュース
20240518080500 石丸謙二郎の山カフェ「膝痛にサヨナラ！？快適登山へ」８時台／山からおはよう　尾瀬
20240518085500 全国気象情報・全国交通情報
20240518090000 ニュース
20240518090500 石丸謙二郎の山カフェ「膝痛にサヨナラ！？快適登山へ」９時台
20240518095500 ニュース・気象情報・交通情報
20240518100000 ニュース
20240518100500 鉄旅・音旅　出発進行！～音で楽しむ鉄道旅～アンコール　のと鉄道里山里海トレベリン
20240518105500 みんなのうた「ヒカレ」／「スーパーヒーロー」
20240518110000 ニュース
20240518110500 文芸選評　俳句　兼題「バナナ」
20240518115000 気象情報・交通情報
20240518120000 ニュース　正午のＮＨＫニュース
20240518121000 ニュース・気象情報
20240518121500 ひるのいこい
20240518123000 朗読　アナウンサーが読む　林芙美子「下町（ダウン・タウン）」第３回
20240518124500 国語辞典サーフィン「Ｙｅｓで答えなきゃいけない雰囲気を出されること」
20240518130000 ニュース
20240518130500 真打ち競演▽入船亭扇橋　遠峰あこ　林家木久扇
20240518135500 ニュース・気象情報・交通情報
20240518140000 ニュース
20240518140500 野村萬斎のラジオで福袋　こどもの日目前スペシャル前編アンコール（Ｒ１版）
20240518145500 ニュース・気象情報・交通情報
20240518150000 ニュース
20240518150500 野村萬斎のラジオで福袋　こどもの日目前スペシャル後編アンコール（Ｒ１版）
20240518155500 全国気象情報・全国交通情報
20240518160000 ニュース
20240518160500 大相撲（２０２４年）　夏場所　七日目
20240518180000 ニュース
20240518180500 ちきゅうラジオ　ハンガリーでの留学は、どんな１年？
20240518185000 ニュース・気象情報・交通情報
20240518190000 ニュース　ＮＨＫきょうのニュース
20240518192000 ニュース・気象情報
20240518192500 上方演芸会　選　女と男／浮世亭三吾・美ユル
20240518195000 音の風景「追憶の鉄道風景～ＳＬ急行ニセコ～」
20240518195500 気象情報・交通情報
20240518200000 ニュース
20240518200500 梶裕貴のラジオ劇場　５月１８日　ゲスト：小関裕太
20240518205500 全国気象情報・全国交通情報
20240518210000 ニュース
20240518210500 古家正亨のＰＯＰ★Ａ　５月１８日　ソン・シギョン登場！
20240518215500 ニュース・気象情報・交通情報
20240518220000 ニュース
20240518220500 ヒデラジ∞　ゲスト：山崎貴（ゴジラ－１．０）
20240518225500 ニュース・気象情報
20240518230000 ニュース
20240518230500 ラジオ深夜便▽深夜便ビギナーズ・前半
20240519000000 ニュース
20240519001000 ラジオ深夜便▽深夜便ビギナーズ・後半
20240519010000 ニュース
20240519010500 ラジオ深夜便▽話芸１００選
20240519020000 ニュース
20240519020500 ラジオ深夜便▽ロマンチックコンサート
20240519030000 ニュース
20240519030500 ラジオ深夜便▽にっぽんの歌こころの歌
20240519040000 ニュース
20240519040500 ラジオ深夜便▽美味（おい）しい仕事人　▽もっと、光る君へ
access auth1_fms...
generate particleKey...
access auth2_fms...
--------------------
authentication success.
area_id: JP13
http://radiko.jp/v3/program/date/20240516/JP13.xml
20240516050000 マイあさ！　木曜５時台　ニュース／たより岡山・石川／健康「認知症とともに生きる」
20240516055500 気象情報
20240516060000 マイあさ！　木曜６時台前半　ニュース／ワールドリポート：国際部／何の日
20240516062500 ニュース・気象情報・交通情報
20240516063000 ラジオ体操
20240516064000 マイあさ！　木曜６時台後半　ニュース／マイ！Ｂｉｚ「“トキ消費”の現在」
20240516065500 気象情報・交通情報
20240516070000 マイあさ！　▽ＮＨＫけさのニュース
20240516072000 ニュース・気象情報
20240516072500 マイあさ！　木曜７時台　けさの“聞きたい”／ここに注目！／気象
20240516075000 ニュース・気象情報
20240516075800 朝の音楽
20240516080000 マイあさ！　８時台　ニュース／ワールドアイ・フィリピン／アンコール著者からの手紙
20240516082800 朝の音楽
20240516083000 ふんわり「六角精児の今週のオレ！」「きょうの１曲♪」　８時台
20240516085500 全国気象情報・全国交通情報
20240516090000 ニュース
20240516090500 ふんわり　長門芳郎さん登場「洋楽プロモーターのお仕事」　９時台
20240516095500 ニュース・気象情報・交通情報
20240516100000 ニュース
20240516100500 ふんわり「長門芳郎のシブレコ」　１０時台
20240516105500 みんなのうた「ヒカレ」／「スーパーヒーロー」
20240516110000 ニュース
20240516110500 ふんわり　まいにちリクエスト♪　１１時台
20240516115000 気象情報・交通情報
20240516120000 ニュース　正午のＮＨＫニュース
20240516121500 ニュース・気象情報
20240516122000 ひるのいこい
20240516123000 まんまる　パートナーは伊藤かずえ／午後０時台　そのまちのお昼
20240516125500 全国気象情報・全国交通情報
20240516130000 ニュース
20240516130500 まんまる　午後１時台　ひとのわ　そろそろ衣がえ…整理整頓バンザイ！
20240516135500 ニュース・気象情報・交通情報
20240516140000 ニュース
20240516140500 まんまる　午後２時台　まちのわ
20240516145500 ニュース・気象情報・交通情報
20240516150000 ニュース
20240516150500 まんまる　午後３時台　こえのわ
20240516155500 安心ラジオ　帰省・旅行先での災害への備え
20240516160000 ニュース
20240516160500 大相撲（２０２４年）　夏場所　五日目
20240516180000 Ｎらじ　ニュースのしゃべり場
20240516185000 ニュース・気象情報・交通情報
20240516190000 Ｎらじ　ＮＨＫきょうのニュース
20240516193000 Ｎらじ　きょうのニュースぷらす
20240516195500 ニュース・気象情報・交通情報
20240516200000 ニュース
20240516200500 東京０３の好きにさせるかッ！　ゲスト：ミキ＋ダウ９００００
20240516205500 全国気象情報・全国交通情報
20240516210000 ニュース
20240516210500 あさこ・佳代子の大人なラジオ女子会　ゲスト：浅井佑一
20240516215500 ニュース・気象情報・交通情報
20240516220000 ＮＨＫジャーナル
20240516225500 ニュース・気象情報
20240516230000 ニュース
20240516230500 ラジオ深夜便▽ライフスタイル　▽インタビュー
20240517000000 ニュース
20240517001000 ラジオ深夜便▽ワールドネットワーク　▽景色の見える音楽
20240517010000 ニュース
20240517010500 ラジオ深夜便▽深夜便アーカイブス
20240517020000 ニュース
20240517020500 ラジオ深夜便▽ロマンチックコンサート
20240517030000 ニュース
20240517030500 ラジオ深夜便▽にっぽんの歌こころの歌
20240517040000 ニュース
20240517040500 ラジオ深夜便▽明日へのことば
access auth1_fms...
generate particleKey...
access auth2_fms...
--------------------
authentication success.
area_id: JP13
http://radiko.jp/v3/program/date/20240516/JP13.xml
20240516050000 マイあさ！　木曜５時台　ニュース／たより岡山・石川／健康「認知症とともに生きる」
20240516055500 気象情報
20240516060000 マイあさ！　木曜６時台前半　ニュース／ワールドリポート：国際部／何の日
20240516062500 ニュース・気象情報・交通情報
20240516063000 ラジオ体操
20240516064000 マイあさ！　木曜６時台後半　ニュース／マイ！Ｂｉｚ「“トキ消費”の現在」
20240516065500 気象情報・交通情報
20240516070000 マイあさ！　▽ＮＨＫけさのニュース
20240516072000 ニュース・気象情報
20240516072500 マイあさ！　木曜７時台　けさの“聞きたい”／ここに注目！／気象
20240516075000 ニュース・気象情報
20240516075800 朝の音楽
20240516080000 マイあさ！　８時台　ニュース／ワールドアイ・フィリピン／アンコール著者からの手紙
20240516082800 朝の音楽
20240516083000 ふんわり「六角精児の今週のオレ！」「きょうの１曲♪」　８時台
20240516085500 全国気象情報・全国交通情報
20240516090000 ニュース
20240516090500 ふんわり　長門芳郎さん登場「洋楽プロモーターのお仕事」　９時台
20240516095500 ニュース・気象情報・交通情報
20240516100000 ニュース
20240516100500 ふんわり「長門芳郎のシブレコ」　１０時台
20240516105500 みんなのうた「ヒカレ」／「スーパーヒーロー」
20240516110000 ニュース
20240516110500 ふんわり　まいにちリクエスト♪　１１時台
20240516115000 気象情報・交通情報
20240516120000 ニュース　正午のＮＨＫニュース
20240516121500 ニュース・気象情報
20240516122000 ひるのいこい
20240516123000 まんまる　パートナーは伊藤かずえ／午後０時台　そのまちのお昼
20240516125500 全国気象情報・全国交通情報
20240516130000 ニュース
20240516130500 まんまる　午後１時台　ひとのわ　そろそろ衣がえ…整理整頓バンザイ！
20240516135500 ニュース・気象情報・交通情報
20240516140000 ニュース
20240516140500 まんまる　午後２時台　まちのわ
20240516145500 ニュース・気象情報・交通情報
20240516150000 ニュース
20240516150500 まんまる　午後３時台　こえのわ
20240516155500 安心ラジオ　帰省・旅行先での災害への備え
20240516160000 ニュース
20240516160500 大相撲（２０２４年）　夏場所　五日目
20240516180000 Ｎらじ　ニュースのしゃべり場
20240516185000 ニュース・気象情報・交通情報
20240516190000 Ｎらじ　ＮＨＫきょうのニュース
20240516193000 Ｎらじ　きょうのニュースぷらす
20240516195500 ニュース・気象情報・交通情報
20240516200000 ニュース
20240516200500 東京０３の好きにさせるかッ！　ゲスト：ミキ＋ダウ９００００
20240516205500 全国気象情報・全国交通情報
20240516210000 ニュース
20240516210500 あさこ・佳代子の大人なラジオ女子会　ゲスト：浅井佑一
20240516215500 ニュース・気象情報・交通情報
20240516220000 ＮＨＫジャーナル
20240516225500 ニュース・気象情報
20240516230000 ニュース
20240516230500 ラジオ深夜便▽ライフスタイル　▽インタビュー
20240517000000 ニュース
20240517001000 ラジオ深夜便▽ワールドネットワーク　▽景色の見える音楽
20240517010000 ニュース
20240517010500 ラジオ深夜便▽深夜便アーカイブス
20240517020000 ニュース
20240517020500 ラジオ深夜便▽ロマンチックコンサート
20240517030000 ニュース
20240517030500 ラジオ深夜便▽にっぽんの歌こころの歌
20240517040000 ニュース
20240517040500 ラジオ深夜便▽明日へのことば
access auth1_fms...
generate particleKey...
access auth2_fms...
--------------------
authentication success.
area_id: JP13
http://radiko.jp/v3/program/date/20240516/JP13.xml
20240516050000 マイあさ！　木曜５時台　ニュース／たより岡山・石川／健康「認知症とともに生きる」
20240516055500 気象情報
20240516060000 マイあさ！　木曜６時台前半　ニュース／ワールドリポート：国際部／何の日
20240516062500 ニュース・気象情報・交通情報
20240516063000 ラジオ体操
20240516064000 マイあさ！　木曜６時台後半　ニュース／マイ！Ｂｉｚ「“トキ消費”の現在」
20240516065500 気象情報・交通情報
20240516070000 マイあさ！　▽ＮＨＫけさのニュース
20240516072000 ニュース・気象情報
20240516072500 マイあさ！　木曜７時台　けさの“聞きたい”／ここに注目！／気象
20240516075000 ニュース・気象情報
20240516075800 朝の音楽
20240516080000 マイあさ！　８時台　ニュース／ワールドアイ・フィリピン／アンコール著者からの手紙
20240516082800 朝の音楽
20240516083000 ふんわり「六角精児の今週のオレ！」「きょうの１曲♪」　８時台
20240516085500 全国気象情報・全国交通情報
20240516090000 ニュース
20240516090500 ふんわり　長門芳郎さん登場「洋楽プロモーターのお仕事」　９時台
20240516095500 ニュース・気象情報・交通情報
20240516100000 ニュース
20240516100500 ふんわり「長門芳郎のシブレコ」　１０時台
20240516105500 みんなのうた「ヒカレ」／「スーパーヒーロー」
20240516110000 ニュース
20240516110500 ふんわり　まいにちリクエスト♪　１１時台
20240516115000 気象情報・交通情報
20240516120000 ニュース　正午のＮＨＫニュース
20240516121500 ニュース・気象情報
20240516122000 ひるのいこい
20240516123000 まんまる　パートナーは伊藤かずえ／午後０時台　そのまちのお昼
20240516125500 全国気象情報・全国交通情報
20240516130000 ニュース
20240516130500 まんまる　午後１時台　ひとのわ　そろそろ衣がえ…整理整頓バンザイ！
20240516135500 ニュース・気象情報・交通情報
20240516140000 ニュース
20240516140500 まんまる　午後２時台　まちのわ
20240516145500 ニュース・気象情報・交通情報
20240516150000 ニュース
20240516150500 まんまる　午後３時台　こえのわ
20240516155500 安心ラジオ　帰省・旅行先での災害への備え
20240516160000 ニュース
20240516160500 大相撲（２０２４年）　夏場所　五日目
20240516180000 Ｎらじ　ニュースのしゃべり場
20240516185000 ニュース・気象情報・交通情報
20240516190000 Ｎらじ　ＮＨＫきょうのニュース
20240516193000 Ｎらじ　きょうのニュースぷらす
20240516195500 ニュース・気象情報・交通情報
20240516200000 ニュース
20240516200500 東京０３の好きにさせるかッ！　ゲスト：ミキ＋ダウ９００００
20240516205500 全国気象情報・全国交通情報
20240516210000 ニュース
20240516210500 あさこ・佳代子の大人なラジオ女子会　ゲスト：浅井佑一
20240516215500 ニュース・気象情報・交通情報
20240516220000 ＮＨＫジャーナル
20240516225500 ニュース・気象情報
20240516230000 ニュース
20240516230500 ラジオ深夜便▽ライフスタイル　▽インタビュー
20240517000000 ニュース
20240517001000 ラジオ深夜便▽ワールドネットワーク　▽景色の見える音楽
20240517010000 ニュース
20240517010500 ラジオ深夜便▽深夜便アーカイブス
20240517020000 ニュース
20240517020500 ラジオ深夜便▽ロマンチックコンサート
20240517030000 ニュース
20240517030500 ラジオ深夜便▽にっぽんの歌こころの歌
20240517040000 ニュース
20240517040500 ラジオ深夜便▽明日へのことば
access auth1_fms...
generate particleKey...
access auth2_fms...
--------------------
authentication success.
area_id: JP13
http://radiko.jp/v3/program/date/20240515/JP13.xml
20240515050000 マイあさ！　水曜５時台　ニュース／たより東京・鳥取／健康「認知症とともに生きる」
20240515055500 気象情報
20240515060000 マイあさ！　水曜６時台前半　ニュース／ワールドリポート：香港／何の日
20240515062500 ニュース・気象情報・交通情報
20240515063000 ラジオ体操
20240515064000 マイあさ！　水曜６時台後半　ニュース／マイ！Ｂｉｚ「加速する医療機関のＭ＆Ａ」
20240515065500 気象情報・交通情報
20240515070000 マイあさ！　▽ＮＨＫけさのニュース
20240515072000 ニュース・気象情報
20240515072500 マイあさ！　７時台　けさの“聞きたい”「市民目線で考える広告表現」／ここに注目！
20240515075000 ニュース・気象情報
20240515075800 朝の音楽
20240515080000 マイあさ！　８時台　ニュース／ワールドアイ／幸せの虹色レシピ「疲労回復お弁当」
20240515082800 朝の音楽
20240515083000 ふんわり　水曜ＭＣは、演歌歌手の伍代夏子さんです♪　８時台
20240515085500 全国気象情報・全国交通情報
20240515090000 ニュース
20240515090500 ふんわり　彩青さん、佐々木麻衣さん、小山雄大さん登場♪　９時台
20240515095500 ニュース・気象情報・交通情報
20240515100000 ニュース
20240515100500 ふんわり「若手歌手が影響を受けた青春ソング♪」　１０時台
20240515105500 みんなのうた「ＢＹＥ－ＢＹＥ」／「未来への道」
20240515110000 ニュース
20240515110500 ふんわり　まいにちリクエスト♪　１１時台
20240515115000 気象情報・交通情報
20240515120000 ニュース　正午のＮＨＫニュース
20240515121500 ニュース・気象情報
20240515122000 ひるのいこい
20240515123000 まんまる　パートナーは大菅小百合／午後０時台　そのまちのお昼
20240515125500 全国気象情報・全国交通情報
20240515130000 ニュース
20240515130500 まんまる　午後１時台　ひとのわ　ネコごころをきわめる
20240515135500 ニュース・気象情報・交通情報
20240515140000 ニュース
20240515140500 まんまる　午後２時台　まちのわ
20240515145500 ニュース・気象情報・交通情報
20240515150000 ニュース
20240515150500 まんまる　午後３時台　こえのわ
20240515155500 安心ラジオ　帰省・旅行先での災害への備え
20240515160000 ニュース
20240515160500 大相撲（２０２４年）　夏場所　四日目
20240515180000 Ｎらじ　ニュースのしゃべり場
20240515185000 ニュース・気象情報・交通情報
20240515190000 Ｎらじ　ＮＨＫきょうのニュース
20240515193000 Ｎらじ　きょうのニュースぷらす
20240515195500 ニュース・気象情報・交通情報
20240515200000 ニュース
20240515200500 タカアンドトシのお時間いただきます　田津原理音（前編）▽チャンピオンなのに！
20240515205500 全国気象情報・全国交通情報
20240515210000 ニュース
20240515210500 大竹しのぶの“スピーカーズコーナー”
20240515215500 ニュース・気象情報・交通情報
20240515220000 ＮＨＫジャーナル
20240515225500 ニュース・気象情報
20240515230000 ニュース
20240515230500 ラジオ深夜便▽旅の達人　▽インタビュー
20240516000000 ニュース
20240516001000 ラジオ深夜便▽ワールドネットワーク　▽からだの知恵袋
20240516010000 ニュース
20240516010500 ラジオ深夜便▽深夜便アーカイブス
20240516020000 ニュース
20240516020500 ラジオ深夜便▽ロマンチックコンサート
20240516030000 ニュース
20240516030500 ラジオ深夜便▽にっぽんの歌こころの歌
20240516040000 ニュース
20240516040500 ラジオ深夜便▽わたし終（じま）いの極意
access auth1_fms...
generate particleKey...
access auth2_fms...
--------------------
authentication success.
area_id: JP13
http://radiko.jp/v3/program/date/20240514/JP13.xml
20240514050000 マイあさ！　５時台　ニュース・気象情報／たより大阪・山形／何の日／健康：認知症
20240514055500 気象情報
20240514060000 マイあさ！　火曜６時台前半　ニュース・気象情報／スポーツ／ワシントン報告／何の日
20240514062500 ニュース・気象情報・交通情報
20240514063000 ラジオ体操
20240514064000 マイあさ！　火曜６時台後半　ニュース・気象情報／マイ！Ｂｉｚ：古屋星斗
20240514065500 気象情報・交通情報
20240514070000 マイあさ！　▽ＮＨＫけさのニュース
20240514072000 ニュース・気象情報
20240514072500 マイあさ！　火曜７時台　聞きたい「オリーブオイル高騰と地球温暖化」／ここに注目！
20240514075000 ニュース・気象情報
20240514075800 朝の音楽
20240514080000 マイあさ！　火曜８時台　ニュース／海外スポーツ／アンコール・くらしのテキスト
20240514082800 朝の音楽
20240514083000 ふんわり　火曜ＭＣは「キム兄」こと、木村祐一さん！　８時台
20240514085500 全国気象情報・全国交通情報
20240514090000 ニュース
20240514090500 ふんわり「木村家のリビング」おたよりＳＰ『修学旅行』！　９時台
20240514095500 ニュース・気象情報・交通情報
20240514100000 ニュース
20240514100500 ふんわり「渋谷・神南２丁目劇場」「おひる、こんなんどう？」　１０時台
20240514105500 みんなのうた「ヒカレ」／「スーパーヒーロー」
20240514110000 ニュース
20240514110500 ふんわり　まいにちリクエスト♪　１１時台
20240514115000 気象情報・交通情報
20240514120000 ニュース　正午のＮＨＫニュース
20240514121500 ニュース・気象情報
20240514122000 ひるのいこい
20240514123000 まんまる　パートナーは夢眠ねむ／午後０時台　そのまちのお昼
20240514125500 全国気象情報・全国交通情報
20240514130000 ニュース
20240514130500 まんまる　午後１時台　山形芸人　東京から離れてわかったこと
20240514135500 ニュース・気象情報・交通情報
20240514140000 ニュース
20240514140500 まんまる　午後２時台　まちのわ
20240514145500 ニュース・気象情報・交通情報
20240514150000 ニュース
20240514150500 まんまる　午後３時台　こえのわ
20240514155500 安心ラジオ　帰省・旅行先での災害への備え
20240514160000 ニュース
20240514160500 大相撲（２０２４年）　夏場所　三日目
20240514180000 Ｎらじ　ニュースのしゃべり場
20240514185000 ニュース・気象情報・交通情報
